"© Statistisches Landesamt Baden-Württemberg";"Böblinger Straße 68";"70199 Stuttgart";"Telefon:";"+49 711 641-2833";"Telefax:";"+49 711 641-2440";"https://www.statistik-bw.de/";;;;
"Landesinformationssystem (LIS)";"Abruf aus der Struktur- und Regionaldatenbank (SRDB)";;;;

"BIBER-Nr.:";"01515020";;;;
"Web-Abruf der Tabellen:";"R= Kürzel der Regionaleinheit (Spalte 1) und AGS (Spalte 2) ohne »08«.";;;;
"Bsp. Regierungsbezirk Stuttgart:";"https://www.statistik-bw.de/BevoelkGebiet/GebietFlaeche/01515020.tab?R=RB1";;;;
"Bsp. Aidlingen:";"https://www.statistik-bw.de/BevoelkGebiet/GebietFlaeche/01515020.tab?R=GS115001";;;;

"Titel:";"Bevölkerung, Gemeindegebiet und Bevölkerungsdichte";;;;

"Stichtag:";"31.12.2015";"31.12.2016";"31.12.2017";"31.12.2018";
"Erstellungsdatum:";"20.10.2016";"09.01.2018";"Stand 29.03.2019";"Stand 22.07.2019";

"https://www.statistik-bw.de/BevoelkGebiet/GebietFlaeche/01515020.tab?R=";;;;

"Bevölkerung:";"Ergebnisse der Bevölkerungsfortschreibung auf Basis Zensus 2011. Bei Städten und Gemeinden mit Landeserstaufnahmeeinrichtung für Flüchtlinge (LEA) kann es durch die hohe Zahl an Zu- und Fortzügen zu verfahrensbedingten Schwankungen in der amtlichen Bevölkerungsfortschreibung und der Ermittlung der amtlichen Einwohnerzahl kommen.";;;;
"Gemeindegebiet:";"Ohne die Flächen der gemeindefreien Gebiete Rheinau (Ortenaukreis) und Gutsbezirk Münsingen (Landkreis Reutlingen). Zum Berichtsjahr 2016 wurde die Flächenerhebung bundesweit auf die neue ALKIS-Nomenklatur umgestellt."
"Postleitzahl:";"Für jene Städte und Gemeinden, die über mehr als eine Postleitzahl verfügen, wurde diejenige übernommen, die dem Sitz (Hausanschrift) der Stadt-/Gemeindeverwaltung entspricht.";;;;

"Kürzel der Regionaleinheit";"Amtlicher Gemeindeschlüssel (AGS)";"Postleitzahl";"Regionalname";"Stichtag";"Bevölkerung insgesamt";"Gemeindegebiet ha";"Bevölkerungsdichte EW/km²"
"GS";"08236031";"75249";"Kieselbronn";"31.12.2018";3010;863;349
"GS";"08236033";"75438";"Knittlingen, Stadt";"31.12.2018";8048;2633;306
"GS";"08236038";"75433";"Maulbronn, Stadt";"31.12.2018";6588;2544;259
"GS";"08236039";"71297";"Mönsheim";"31.12.2018";2804;1679;167
"GS";"08236040";"75417";"Mühlacker, Stadt";"31.12.2018";26076;5432;480
"GS";"08236043";"75305";"Neuenbürg, Stadt";"31.12.2018";8206;2815;291
"GS";"08236044";"75242";"Neuhausen";"31.12.2018";5203;2975;175
"GS";"08236046";"75223";"Niefern-Öschelbronn";"31.12.2018";12089;2202;549
"GS";"08236050";"75443";"Ötisheim";"31.12.2018";4727;1426;332
"GS";"08236061";"75447";"Sternenfels";"31.12.2018";2867;1731;166
"GS";"08236062";"75233";"Tiefenbronn";"31.12.2018";5385;1478;364
"GS";"08236065";"75446";"Wiernsheim";"31.12.2018";6810;2462;277
"GS";"08236067";"71299";"Wimsheim";"31.12.2018";2837;806;352
"GS";"08236068";"75449";"Wurmberg";"31.12.2018";3190;735;434
"GS";"08236070";"75210";"Keltern";"31.12.2018";9167;2982;307
"GS";"08236071";"75196";"Remchingen";"31.12.2018";11806;2406;491
"GS";"08236072";"75334";"Straubenhardt";"31.12.2018";11203;3308;339
"GS";"08236073";"75245";"Neulingen";"31.12.2018";6703;2319;289
"GS";"08236074";"75236";"Kämpfelbach";"31.12.2018";6357;1362;467
"GS";"08236075";"75248";"Ölbronn-Dürrn";"31.12.2018";3444;1564;220
"GS";"08236076";"75203";"Königsbach-Stein";"31.12.2018";10051;3371;298
"GS";"08237002";"72275";"Alpirsbach, Stadt";"31.12.2018";6304;6455;98
"GS";"08237004";"72270";"Baiersbronn";"31.12.2018";14592;18958;77
"GS";"08237019";"72280";"Dornstetten, Stadt";"31.12.2018";8061;2420;333
"GS";"08237024";"72186";"Empfingen";"31.12.2018";4038;1829;221
"GS";"08237027";"72184";"Eutingen im Gäu";"31.12.2018";5743;3282;175
"GS";"08237028";"72250";"Freudenstadt, Stadt";"31.12.2018";23442;8754;268
"GS";"08237030";"72293";"Glatten";"31.12.2018";2406;1552;155
"GS";"08237032";"72294";"Grömbach";"31.12.2018";633;1218;52
"GS";"08237040";"72160";"Horb am Neckar, Stadt";"31.12.2018";25135;11976;210
"GS";"08237045";"72290";"Loßburg";"31.12.2018";7442;7925;94
"GS";"08237054";"72285";"Pfalzgrafenweiler";"31.12.2018";7140;4469;160
"GS";"08237061";"72296";"Schopfloch";"31.12.2018";2569;1703;151
"GS";"08237072";"72299";"Wörnersberg";"31.12.2018";226;348;65
"GS";"08237073";"72297";"Seewald";"31.12.2018";2134;5849;36
"GS";"08237074";"72178";"Waldachtal";"31.12.2018";6029;2987;202
"GS";"08237075";"77776";"Bad Rippoldsau-Schapbach";"31.12.2018";2041;7315;28
"GS";"08311000";"79098";"Freiburg im Breisgau, Stadt";"31.12.2018";230241;15304;1504
"GS";"08315003";"79280";"Au";"31.12.2018";1471;400;368
"GS";"08315004";"79424";"Auggen";"31.12.2018";2815;1415;199
"GS";"08315006";"79189";"Bad Krozingen, Stadt";"31.12.2018";19644;3569;550
"GS";"08315007";"79410";"Badenweiler";"31.12.2018";4442;1303;341
"GS";"08315008";"79282";"Ballrechten-Dottingen";"31.12.2018";2407;661;364
"GS";"08315013";"79268";"Bötzingen";"31.12.2018";5320;1300;409
"GS";"08315014";"79283";"Bollschweil";"31.12.2018";2307;1643;140
"GS";"08315015";"79206";"Breisach am Rhein, Stadt";"31.12.2018";15606;5459;286
"GS";"08315016";"79874";"Breitnau";"31.12.2018";1746;3990;44
"GS";"08315020";"79256";"Buchenbach";"31.12.2018";3118;3898;80
"GS";"08315022";"79426";"Buggingen";"31.12.2018";4338;1531;283
"GS";"08315028";"79285";"Ebringen";"31.12.2018";2879;818;352
"GS";"08315030";"79356";"Eichstetten am Kaiserstuhl";"31.12.2018";3648;1230;297
"GS";"08315031";"79871";"Eisenbach (Hochschwarzwald)";"31.12.2018";2147;2877;75
"GS";"08315033";"79427";"Eschbach";"31.12.2018";2472;1003;247
"GS";"08315037";"79868";"Feldberg (Schwarzwald)";"31.12.2018";1897;2497;76
"GS";"08315039";"79877";"Friedenweiler";"31.12.2018";1994;2706;74
"GS";"08315041";"79286";"Glottertal";"31.12.2018";3233;3074;105
"GS";"08315043";"79288";"Gottenheim";"31.12.2018";2884;875;330
"GS";"08315047";"79194";"Gundelfingen";"31.12.2018";11674;1429;817
"GS";"08315048";"79258";"Hartheim am Rhein";"31.12.2018";4727;2605;181
"GS";"08315050";"79423";"Heitersheim, Stadt";"31.12.2018";6257;1171;534
"GS";"08315051";"79194";"Heuweiler";"31.12.2018";1106;403;275
"GS";"08315052";"79856";"Hinterzarten";"31.12.2018";2583;3337;77
"GS";"08315056";"79289";"Horben";"31.12.2018";1178;875;135
"GS";"08315059";"79241";"Ihringen";"31.12.2018";6088;2300;265
"GS";"08315064";"79199";"Kirchzarten";"31.12.2018";9740;2113;461
"GS";"08315068";"79853";"Lenzkirch";"31.12.2018";5048;5792;87
"GS";"08315070";"79843";"Löffingen, Stadt";"31.12.2018";7676;8802;87
"GS";"08315072";"79291";"Merdingen";"31.12.2018";2583;1440;179
"GS";"08315073";"79249";"Merzhausen";"31.12.2018";5280;276;1911
"GS";"08315074";"79379";"Müllheim, Stadt";"31.12.2018";19127;5791;330
"GS";"08315076";"79395";"Neuenburg am Rhein, Stadt";"31.12.2018";12437;4410;282
"GS";"08315084";"79254";"Oberried";"31.12.2018";2873;6632;43
"GS";"08315089";"79292";"Pfaffenweiler";"31.12.2018";2613;361;725
"GS";"08315094";"79274";"St. Märgen";"31.12.2018";1861;3332;56
"GS";"08315095";"79271";"St. Peter";"31.12.2018";2625;3593;73
"GS";"08315098";"79227";"Schallstadt";"31.12.2018";6286;1956;321
"GS";"08315102";"79859";"Schluchsee";"31.12.2018";2518;6943;36
"GS";"08315107";"79294";"Sölden";"31.12.2018";1274;380;335
"GS";"08315108";"79219";"Staufen im Breisgau, Stadt";"31.12.2018";8209;2332;352
"GS";"08315109";"79252";"Stegen";"31.12.2018";4469;2632;170
"GS";"08315111";"79295";"Sulzburg, Stadt";"31.12.2018";2771;2274;122
"GS";"08315113";"79822";"Titisee-Neustadt, Stadt";"31.12.2018";12269;8964;137
"GS";"08315115";"79224";"Umkirch";"31.12.2018";5793;872;664
"GS";"08315125";"79299";"Wittnau";"31.12.2018";1528;504;303
"GS";"08315130";"79244";"Münstertal/Schwarzwald";"31.12.2018";5110;6774;75
"GS";"08315131";"79238";"Ehrenkirchen";"31.12.2018";7379;3776;195
"GS";"08315132";"79232";"March";"31.12.2018";9314;1779;524
"GS";"08315133";"79235";"Vogtsburg im Kaiserstuhl, Stadt";"31.12.2018";6031;3736;161
"GS";"08316002";"79353";"Bahlingen am Kaiserstuhl";"31.12.2018";4236;1266;335
"GS";"08316003";"79215";"Biederbach";"31.12.2018";1782;3135;57
"GS";"08316009";"79211";"Denzlingen";"31.12.2018";13544;1694;799
"GS";"08316010";"79215";"Elzach, Stadt";"31.12.2018";7242;7528;96
"GS";"08316011";"79312";"Emmendingen, Stadt";"31.12.2018";27882;3378;825
"GS";"08316012";"79346";"Endingen am Kaiserstuhl, Stadt";"31.12.2018";9868;2670;370
"GS";"08316013";"79362";"Forchheim";"31.12.2018";1424;1078;132
"GS";"08316014";"79261";"Gutach im Breisgau";"31.12.2018";4479;2478;181
"GS";"08316017";"79336";"Herbolzheim, Stadt";"31.12.2018";11065;3548;312
"GS";"08316020";"79341";"Kenzingen, Stadt";"31.12.2018";10089;3693;273
"GS";"08316024";"79364";"Malterdingen";"31.12.2018";3296;1113;296
"GS";"08316036";"79276";"Reute";"31.12.2018";2896;479;604
"GS";"08316037";"79359";"Riegel am Kaiserstuhl";"31.12.2018";3962;1833;216
"GS";"08316038";"79361";"Sasbach am Kaiserstuhl";"31.12.2018";3441;2078;166
"GS";"08316039";"79350";"Sexau";"31.12.2018";3353;1629;206
"GS";"08316042";"79263";"Simonswald";"31.12.2018";3048;7431;41
"GS";"08316043";"79331";"Teningen";"31.12.2018";12063;4026;300
"GS";"08316045";"79279";"Vörstetten";"31.12.2018";3031;788;385
"GS";"08316049";"79367";"Weisweil";"31.12.2018";2124;1909;111
"GS";"08316051";"79369";"Wyhl am Kaiserstuhl";"31.12.2018";3869;1695;228
"GS";"08316053";"79365";"Rheinhausen";"31.12.2018";3845;2200;175
"GS";"08316054";"79348";"Freiamt";"31.12.2018";4163;5290;79
"GS";"08316055";"79297";"Winden im Elztal";"31.12.2018";2872;2195;131
"GS";"08316056";"79183";"Waldkirch, Stadt";"31.12.2018";21809;4847;450
"GS";"08317001";"77855";"Achern, Stadt";"31.12.2018";25630;6524;393
"GS";"08317005";"77767";"Appenweier";"31.12.2018";10256;3802;270
"GS";"08317008";"77740";"Bad Peterstal-Griesbach";"31.12.2018";2717;4120;66
"GS";"08317009";"77791";"Berghaupten";"31.12.2018";2394;968;247
"GS";"08317011";"77781";"Biberach";"31.12.2018";3651;2239;163
"GS";"08317021";"77770";"Durbach";"31.12.2018";3893;2631;148
"GS";"08317026";"77955";"Ettenheim, Stadt";"31.12.2018";13316;4880;273
"GS";"08317029";"77716";"Fischerbach";"31.12.2018";1781;2029;88
"GS";"08317031";"77948";"Friesenheim";"31.12.2018";13089;4657;281
"GS";"08317034";"77723";"Gengenbach, Stadt";"31.12.2018";11023;6190;178
"GS";"08317039";"77793";"Gutach (Schwarzwaldbahn)";"31.12.2018";2294;3174;72
"GS";"08317040";"77716";"Haslach im Kinzigtal, Stadt";"31.12.2018";7114;1867;381
"GS";"08317041";"77756";"Hausach, Stadt";"31.12.2018";5768;3607;160
"GS";"08317046";"77716";"Hofstetten";"31.12.2018";1794;1816;99
"GS";"08317047";"77749";"Hohberg";"31.12.2018";8073;2895;279
"GS";"08317051";"78132";"Hornberg, Stadt";"31.12.2018";4318;5445;79
"GS";"08317056";"77876";"Kappelrodeck";"31.12.2018";6068;1793;338
"GS";"08317057";"77694";"Kehl, Stadt";"31.12.2018";36089;7507;481
"GS";"08317059";"77971";"Kippenheim";"31.12.2018";5545;2085;266
"GS";"08317065";"77933";"Lahr/Schwarzwald, Stadt";"31.12.2018";46797;6984;670
"GS";"08317067";"77794";"Lautenbach";"31.12.2018";1875;2154;87
"GS";"08317068";"77886";"Lauf";"31.12.2018";3929;1500;262
"GS";"08317073";"77972";"Mahlberg, Stadt";"31.12.2018";5061;1659;305
"GS";"08317075";"77974";"Meißenheim";"31.12.2018";4060;2135;190
"GS";"08317078";"77796";"Mühlenbach";"31.12.2018";1701;3122;54
"GS";"08317085";"77787";"Nordrach";"31.12.2018";1880;3775;50
"GS";"08317088";"77784";"Oberharmersbach";"31.12.2018";2501;4092;61
"GS";"08317089";"77704";"Oberkirch, Stadt";"31.12.2018";20066;6910;290
"GS";"08317093";"77709";"Oberwolfach";"31.12.2018";2633;5126;51
"GS";"08317096";"77652";"Offenburg, Stadt";"31.12.2018";59646;7837;761
"GS";"08317097";"77797";"Ohlsbach";"31.12.2018";3284;1114;295
"GS";"08317098";"77728";"Oppenau, Stadt";"31.12.2018";4718;7298;65
"GS";"08317100";"77799";"Ortenberg";"31.12.2018";3442;566;608
"GS";"08317102";"77883";"Ottenhöfen im Schwarzwald";"31.12.2018";3179;2526;126
"GS";"08317110";"77871";"Renchen, Stadt";"31.12.2018";7361;3208;229
"GS";"08317113";"77975";"Ringsheim";"31.12.2018";2384;1131;211
"GS";"08317114";"77977";"Rust";"31.12.2018";4285;1327;323
"GS";"08317116";"77880";"Sasbach";"31.12.2018";5340;1673;319
"GS";"08317118";"77887";"Sasbachwalden";"31.12.2018";2546;1813;140
"GS";"08317121";"77978";"Schuttertal";"31.12.2018";3200;5027;64
"GS";"08317122";"77746";"Schutterwald";"31.12.2018";7215;2104;343
"GS";"08317126";"77889";"Seebach";"31.12.2018";1426;1904;75
"GS";"08317127";"77960";"Seelbach";"31.12.2018";4878;2983;164
"GS";"08317129";"77790";"Steinach";"31.12.2018";4005;3332;120
"GS";"08317141";"77731";"Willstätt";"31.12.2018";9985;5527;181
"GS";"08317145";"77709";"Wolfach, Stadt";"31.12.2018";5850;6798;86
"GS";"08317146";"77736";"Zell am Harmersbach, Stadt";"31.12.2018";8112;3641;223
"GS";"08317150";"77963";"Schwanau";"31.12.2018";7080;3835;185
"GS";"08317151";"77743";"Neuried";"31.12.2018";9736;5784;168
"GS";"08317152";"77966";"Kappel-Grafenhausen";"31.12.2018";5096;2572;198
"GS";"08317153";"77866";"Rheinau, Stadt";"31.12.2018";11395;7350;155
"GS";"08325001";"78733";"Aichhalden";"31.12.2018";4141;2575;161
"GS";"08325009";"78662";"Bösingen";"31.12.2018";3321;2245;148
"GS";"08325011";"78661";"Dietingen";"31.12.2018";4012;4226;95
"GS";"08325012";"72175";"Dornhan, Stadt";"31.12.2018";6006;4491;134
"GS";"08325014";"78655";"Dunningen";"31.12.2018";6305;4845;130
"GS";"08325015";"78736";"Epfendorf";"31.12.2018";3318;2968;112
"GS";"08325024";"78739";"Hardt";"31.12.2018";2532;1060;239
"GS";"08325036";"78730";"Lauterbach";"31.12.2018";2918;1997;146
"GS";"08325045";"78727";"Oberndorf am Neckar, Stadt";"31.12.2018";14073;5592;252
"GS";"08325049";"78628";"Rottweil, Stadt";"31.12.2018";25274;7176;352
"GS";"08325050";"77773";"Schenkenzell";"31.12.2018";1799;4214;43
"GS";"08325051";"77761";"Schiltach, Stadt";"31.12.2018";3809;3421;111
"GS";"08325053";"78713";"Schramberg, Stadt";"31.12.2018";21189;8070;263
"GS";"08325057";"72172";"Sulz am Neckar, Stadt";"31.12.2018";12336;8762;141
"GS";"08325060";"78667";"Villingendorf";"31.12.2018";3347;933;359
"GS";"08325061";"72189";"Vöhringen";"31.12.2018";4335;2471;175
"GS";"08325064";"78669";"Wellendingen";"31.12.2018";3202;1748;183
"GS";"08325069";"78658";"Zimmern ob Rottweil";"31.12.2018";6228;3376;184
"GS";"08325070";"78737";"Fluorn-Winzeln";"31.12.2018";3100;2460;126
"GS";"08325071";"78664";"Eschbronn";"31.12.2018";2073;1098;189
"GS";"08325072";"78652";"Deißlingen";"31.12.2018";6137;3215;191
"GS";"08326003";"78073";"Bad Dürrheim, Stadt";"31.12.2018";13260;6208;214
"GS";"08326005";"78176";"Blumberg, Stadt";"31.12.2018";10127;9872;103
"GS";"08326006";"78199";"Bräunlingen, Stadt";"31.12.2018";5828;6214;94
"GS";"08326010";"78083";"Dauchingen";"31.12.2018";3767;1003;375
"GS";"08326012";"78166";"Donaueschingen, Stadt";"31.12.2018";22526;10467;215
"GS";"08326017";"78120";"Furtwangen im Schwarzwald, Stadt";"31.12.2018";9091;8257;110
"GS";"08326020";"78148";"Gütenbach";"31.12.2018";1137;1849;61
"GS";"08326027";"78183";"Hüfingen, Stadt";"31.12.2018";7799;5855;133
"GS";"08326031";"78126";"Königsfeld im Schwarzwald";"31.12.2018";6027;4020;150
"GS";"08326037";"78087";"Mönchweiler";"31.12.2018";2977;956;311
"GS";"08326041";"78078";"Niedereschach";"31.12.2018";5917;3308;179
"GS";"08326052";"78112";"St. Georgen im Schwarzwald, Stadt";"31.12.2018";12958;5985;217
"GS";"08326054";"78141";"Schönwald im Schwarzwald";"31.12.2018";2444;2780;88
"GS";"08326055";"78136";"Schonach im Schwarzwald";"31.12.2018";4045;3671;110
"GS";"08326060";"78098";"Triberg im Schwarzwald, Stadt";"31.12.2018";4794;3333;144
"GS";"08326061";"78609";"Tuningen";"31.12.2018";2931;1559;188
"GS";"08326065";"78089";"Unterkirnach";"31.12.2018";2582;1317;196
"GS";"08326068";"78147";"Vöhrenbach, Stadt";"31.12.2018";3853;7047;55
"GS";"08326074";"78050";"Villingen-Schwenningen, Stadt";"31.12.2018";85181;16553;515
"GS";"08326075";"78086";"Brigachtal";"31.12.2018";5137;2280;225
"GS";"08327002";"78554";"Aldingen";"31.12.2018";7555;2217;341
"GS";"08327004";"78580";"Bärenthal";"31.12.2018";484;1269;38
"GS";"08327005";"78582";"Balgheim";"31.12.2018";1248;761;164
"GS";"08327006";"78583";"Böttingen";"31.12.2018";1422;1631;87
"GS";"08327007";"78585";"Bubsheim";"31.12.2018";1376;829;166
"GS";"08327008";"88637";"Buchheim";"31.12.2018";683;1830;37
"GS";"08327009";"78586";"Deilingen";"31.12.2018";1738;1091;159
"GS";"08327010";"78588";"Denkingen";"31.12.2018";2657;1503;177
"GS";"08327011";"78589";"Dürbheim";"31.12.2018";1681;1482;113
"GS";"08327012";"78591";"Durchhausen";"31.12.2018";984;900;109
"GS";"08327013";"78592";"Egesheim";"31.12.2018";631;767;82
"GS";"08327016";"78567";"Fridingen an der Donau, Stadt";"31.12.2018";3174;2247;141
"GS";"08327017";"78665";"Frittlingen";"31.12.2018";2190;879;249
"GS";"08327018";"78187";"Geisingen, Stadt";"31.12.2018";6202;7375;84
"GS";"08327019";"78559";"Gosheim";"31.12.2018";3880;932;416
"GS";"08327020";"78594";"Gunningen";"31.12.2018";737;544;135
"GS";"08327023";"78595";"Hausen ob Verena";"31.12.2018";776;587;132
"GS";"08327025";"78194";"Immendingen";"31.12.2018";6259;7405;85
"GS";"08327027";"78597";"Irndorf";"31.12.2018";693;1456;48
"GS";"08327029";"78598";"Königsheim";"31.12.2018";579;437;133
"GS";"08327030";"78600";"Kolbingen";"31.12.2018";1251;1649;76
"GS";"08327033";"78601";"Mahlstetten";"31.12.2018";813;1220;67
"GS";"08327036";"78570";"Mühlheim an der Donau, Stadt";"31.12.2018";3607;2174;166
"GS";"08327038";"78579";"Neuhausen ob Eck";"31.12.2018";3808;4625;82
"GS";"08327040";"78564";"Reichenbach am Heuberg";"31.12.2018";515;610;84
"GS";"08327041";"78603";"Renquishausen";"31.12.2018";753;771;98
"GS";"08327046";"78549";"Spaichingen, Stadt";"31.12.2018";13084;1850;707
"GS";"08327048";"78607";"Talheim";"31.12.2018";1224;1312;93
"GS";"08327049";"78647";"Trossingen, Stadt";"31.12.2018";16829;2420;695
"GS";"08327050";"78532";"Tuttlingen, Stadt";"31.12.2018";35730;9045;395
"GS";"08327051";"78564";"Wehingen";"31.12.2018";3680;1459;252
"GS";"08327054";"78573";"Wurmlingen";"31.12.2018";3812;1542;247
"GS";"08327055";"78606";"Seitingen-Oberflacht";"31.12.2018";2559;1965;130
"GS";"08327056";"78604";"Rietheim-Weilheim";"31.12.2018";2824;1198;236
"GS";"08327057";"78576";"Emmingen-Liptingen";"31.12.2018";4714;5454;86
"GS";"08335001";"78267";"Aach, Stadt";"31.12.2018";2296;1068;215
"GS";"08335002";"78476";"Allensbach";"31.12.2018";7087;2653;267
"GS";"08335015";"78266";"Büsingen am Hochrhein";"31.12.2018";1491;762;196
"GS";"08335021";"78253";"Eigeltingen";"31.12.2018";3843;5927;65
"GS";"08335022";"78234";"Engen, Stadt";"31.12.2018";10796;7056;153
"GS";"08335025";"78343";"Gaienhofen";"31.12.2018";3480;1252;278
"GS";"08335026";"78262";"Gailingen am Hochrhein";"31.12.2018";2852;1318;216
"GS";"08335028";"78244";"Gottmadingen";"31.12.2018";10656;2358;452
"GS";"08335035";"78247";"Hilzingen";"31.12.2018";8754;5302;165
"GS";"08335043";"78462";"Konstanz, Universitätsstadt";"31.12.2018";84760;5412;1566
"GS";"08335055";"78345";"Moos";"31.12.2018";3243;1437;226
"GS";"08335057";"78357";"Mühlingen";"31.12.2018";2482;3267;76
"GS";"08335061";"78337";"Öhningen";"31.12.2018";3671;2818;130
"GS";"08335063";"78315";"Radolfzell am Bodensee, Stadt";"31.12.2018";31203;5855;533
"GS";"08335066";"78479";"Reichenau";"31.12.2018";5307;1271;417
"GS";"08335075";"78224";"Singen (Hohentwiel), Stadt";"31.12.2018";47723;6177;773
"GS";"08335077";"78256";"Steißlingen";"31.12.2018";4838;2452;197
"GS";"08335079";"78333";"Stockach, Stadt";"31.12.2018";17114;6973;245
"GS";"08335080";"78250";"Tengen, Stadt";"31.12.2018";4584;6204;74
"GS";"08335081";"78269";"Volkertshausen";"31.12.2018";3114;515;605
"GS";"08335096";"78355";"Hohenfels";"31.12.2018";2038;3049;67
"GS";"08335097";"78259";"Mühlhausen-Ehingen";"31.12.2018";3873;1782;217
"GS";"08335098";"78351";"Bodman-Ludwigshafen";"31.12.2018";4655;2808;166
"GS";"08335099";"78359";"Orsingen-Nenzingen";"31.12.2018";3519;2223;158
"GS";"08335100";"78239";"Rielasingen-Worblingen";"31.12.2018";11946;1859;643
"GS";"08336004";"79677";"Aitern";"31.12.2018";534;921;58
"GS";"08336006";"79415";"Bad Bellingen";"31.12.2018";4480;1693;265
"GS";"08336008";"79589";"Binzen";"31.12.2018";3046;581;524
"GS";"08336010";"79677";"Böllen";"31.12.2018";100;567;18
"GS";"08336014";"79588";"Efringen-Kirchen";"31.12.2018";8642;4375;198
"GS";"08336019";"79591";"Eimeldingen";"31.12.2018";2558;355;720
"GS";"08336024";"79592";"Fischingen";"31.12.2018";791;189;419
"GS";"08336025";"79677";"Fröhnd";"31.12.2018";477;1619;29
"GS";"08336034";"79686";"Hasel";"31.12.2018";1108;1165;95
"GS";"08336036";"79688";"Hausen im Wiesental";"31.12.2018";2393;514;466
"GS";"08336043";"79594";"Inzlingen";"31.12.2018";2508;948;265
"GS";"08336045";"79400";"Kandern, Stadt";"31.12.2018";8249;6226;132
"GS";"08336050";"79539";"Lörrach, Stadt";"31.12.2018";49347;3937;1253
"GS";"08336057";"79689";"Maulburg";"31.12.2018";4222;973;434
"GS";"08336069";"79618";"Rheinfelden (Baden), Stadt";"31.12.2018";33074;6282;526
"GS";"08336073";"79595";"Rümmingen";"31.12.2018";1870;446;420
"GS";"08336075";"79597";"Schallbach";"31.12.2018";787;395;199
"GS";"08336078";"79418";"Schliengen";"31.12.2018";5651;3746;151
"GS";"08336079";"79677";"Schönau im Schwarzwald, Stadt";"31.12.2018";2420;1472;164
"GS";"08336080";"79677";"Schönenberg";"31.12.2018";345;743;46
"GS";"08336081";"79650";"Schopfheim, Stadt";"31.12.2018";19645;6794;289
"GS";"08336082";"79739";"Schwörstadt";"31.12.2018";2518;2006;126
"GS";"08336084";"79585";"Steinen";"31.12.2018";10049;4685;214
"GS";"08336087";"79674";"Todtnau, Stadt";"31.12.2018";4894;6975;70
"GS";"08336089";"79677";"Tunau";"31.12.2018";189;405;47
"GS";"08336090";"79694";"Utzenfeld";"31.12.2018";622;740;84
"GS";"08336091";"79576";"Weil am Rhein, Stadt";"31.12.2018";30175;1946;1550
"GS";"08336094";"79677";"Wembach";"31.12.2018";337;180;188
"GS";"08336096";"79695";"Wieden";"31.12.2018";541;1225;44
"GS";"08336100";"79599";"Wittlingen";"31.12.2018";942;450;209
"GS";"08336103";"79669";"Zell im Wiesental, Stadt";"31.12.2018";6325;3612;175
"GS";"08336104";"79429";"Malsburg-Marzell";"31.12.2018";1499;2490;60
"GS";"08336105";"79639";"Grenzach-Wyhlen";"31.12.2018";14581;1731;842
"GS";"08336106";"79685";"Häg-Ehrsberg";"31.12.2018";851;2504;34
"GS";"08336107";"79692";"Kleines Wiesental";"31.12.2018";2869;7782;37
"GS";"08337002";"79774";"Albbruck";"31.12.2018";7335;3969;185
"GS";"08337013";"79872";"Bernau im Schwarzwald";"31.12.2018";1982;3800;52
"GS";"08337022";"79848";"Bonndorf im Schwarzwald, Stadt";"31.12.2018";6922;7591;91
"GS";"08337027";"79875";"Dachsberg (Südschwarzwald)";"31.12.2018";1421;3560;40
"GS";"08337030";"79802";"Dettighofen";"31.12.2018";1139;1438;79
"GS";"08337032";"79804";"Dogern";"31.12.2018";2333;745;313
"GS";"08337038";"79733";"Görwihl";"31.12.2018";4273;5041;85
"GS";"08337039";"79865";"Grafenhausen";"31.12.2018";2235;4854;46
"GS";"08337045";"79837";"Häusern";"31.12.2018";1316;888;148
"GS";"08337049";"79737";"Herrischried";"31.12.2018";2755;3751;73
"GS";"08337051";"79862";"Höchenschwand";"31.12.2018";2669;2956;90
"GS";"08337053";"79801";"Hohentengen am Hochrhein";"31.12.2018";3898;2757;141
"GS";"08337059";"79837";"Ibach";"31.12.2018";354;2138;17
"GS";"08337060";"79798";"Jestetten";"31.12.2018";5276;2062;256
"GS";"08337062";"79771";"Klettgau";"31.12.2018";7569;4587;165
"GS";"08337065";"79787";"Lauchringen";"31.12.2018";7724;1277;605
"GS";"08337066";"79725";"Laufenburg (Baden), Stadt";"31.12.2018";9029;2355;383
"GS";"08337070";"79807";"Lottstetten";"31.12.2018";2238;1340;167
"GS";"08337076";"79730";"Murg";"31.12.2018";7041;2090;337
"GS";"08337090";"79736";"Rickenbach";"31.12.2018";3983;3465;115
"GS";"08337096";"79713";"Bad Säckingen, Stadt";"31.12.2018";17144;2534;677
"GS";"08337097";"79837";"St. Blasien, Stadt";"31.12.2018";4009;5441;74
"GS";"08337106";"79780";"Stühlingen, Stadt";"31.12.2018";5327;9320;57
"GS";"08337108";"79682";"Todtmoos";"31.12.2018";1963;2809;70
"GS";"08337116";"79664";"Wehr, Stadt";"31.12.2018";13098;3566;367
"GS";"08337118";"79809";"Weilheim";"31.12.2018";3146;3565;88
"GS";"08337123";"79793";"Wutöschingen";"31.12.2018";6612;2647;250
"GS";"08337124";"79805";"Eggingen";"31.12.2018";1704;1395;122
"GS";"08337125";"79790";"Küssaberg";"31.12.2018";5399;2617;206
"GS";"08337126";"79761";"Waldshut-Tiengen, Stadt";"31.12.2018";24226;7797;311
"GS";"08337127";"79879";"Wutach";"31.12.2018";1213;3051;40
